Second;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateAvg;Dataset
50;24-02-202315:44:00;64;99;34;5383.82;1905;167.621;61;65.365;4300.001;9615;50.4;22.897;166.3;FSR Balans
51;24-02-202315:44:01;64;99;34;5392.82;1912;167.505;57;69.01;4300.001;9725;49.8;22.826;166.2;FSR Balans
52;24-02-202315:44:02;64;99;34;5391.82;1912;166.836;61;73.958;4300.001;9695;50.3;22.06;166.1;FSR Balans
53;24-02-202315:44:03;64;99;33;5381.383;1912;165.457;58;67.188;4300.001;9666;51.6;21.712;166;FSR Balans
54;24-02-202315:44:04;64;99;33;5338.32;1905;166.923;58;69.531;4300.001;9644;52.3;24.588;165.9;FSR Balans
55;24-02-202315:44:05;64;99;31;5327.883;1912;166.596;57;71.875;4300.001;9751;51;23.363;165.8;FSR Balans
56;24-02-202315:44:06;64;99;29;5253.008;1912;163.712;57;77.604;4300.001;9738;48.2;24.677;165.6;FSR Balans
57;24-02-202315:44:07;64;99;33;5206.258;1905;166.504;58;76.042;4300;9718;47.6;24.379;165.5;FSR Balans
58;24-02-202315:44:08;64;99;35;5164.695;1905;165.979;58;80.99;4300;9698;48.1;24.389;165.4;FSR Balans
59;24-02-202315:44:09;64;99;35;5145.133;1905;166.785;59;85.156;4300.002;9811;48.9;24.415;165.3;FSR Balans
60;24-02-202315:44:10;64;99;35;5141.445;1905;166.941;58;83.073;4300.002;9807;50.2;22.795;165.2;FSR Balans
61;24-02-202315:44:11;64;99;34;5175.695;1905;167.195;59;86.458;4300.001;9788;48.9;28.441;165.1;FSR Balans
62;24-02-202315:44:12;64;99;34;5216.57;1897;164.691;59;84.635;4300;9895;47.2;28.139;164.9;FSR Balans
63;24-02-202315:44:13;64;98;33;5481.695;1912;165.415;61;97.917;4300;9905;43.2;30.423;164.8;FSR Balans
64;24-02-202315:44:14;63;99;35;5518.195;1912;167.08;58;97.396;4300.002;9888;46;27.622;164.7;FSR Balans
65;24-02-202315:44:15;64;99;34;5563.945;1912;164.84;59;93.229;4300.002;9858;43.7;32.08;164.6;FSR Balans
66;24-02-202315:44:16;63;99;35;5589.82;1912;161.992;62;91.927;4300.001;9989;42.2;29.442;164.5;FSR Balans
67;24-02-202315:44:17;63;99;33;5623.133;1905;165.599;63;86.198;4300.001;9951;43;33.849;164.3;FSR Balans
68;24-02-202315:44:18;64;99;32;5594.008;1912;165.276;59;86.719;4300.001;9933;41.9;27.325;164.2;FSR Balans
69;24-02-202315:44:19;64;99;31;5530.32;1905;165.188;58;75.781;4300.001;9904;46.9;27.071;164.1;FSR Balans
70;24-02-202315:44:20;64;99;30;5526.008;1912;166.894;59;72.396;4300.001;10035;50.4;22.871;164;FSR Balans
71;24-02-202315:44:21;64;99;30;5487.195;1912;166.657;58;71.875;4300.001;9989;51.6;21.982;163.9;FSR Balans
72;24-02-202315:44:22;64;99;32;5435.57;1912;167.29;59;68.49;4300.002;9934;55;22.601;163.8;FSR Balans
73;24-02-202315:44:23;64;99;32;5401.133;1912;163.322;58;73.698;4300.002;9910;57.1;20.429;163.7;FSR Balans
74;24-02-202315:44:24;64;99;32;5390.945;1912;165.303;57;69.982;4300.001;10039;54.9;20.179;163.5;FSR Balans
75;24-02-202315:44:25;64;99;33;5370.508;1912;165.887;58;71.182;4300.001;10008;53.6;21.171;163.4;FSR Balans
76;24-02-202315:44:26;64;99;33;5340.57;1912;164.719;59;80.501;4300.001;9983;51.9;22.663;163.3;FSR Balans
1;24-02-202315:49:05;56;99;31;5215.148;1935;153.896;61;73.177;4300.002;9586;69.1;18.549;159.9;FSR Wydajność
2;24-02-202315:49:06;57;98;32;5209.836;1935;154.155;59;78.125;4300.001;9424;69.6;16.365;159.9;FSR Wydajność
3;24-02-202315:49:07;57;98;33;5209.211;1935;153.468;58;75;4300;9424;69;16.433;159.8;FSR Wydajność
4;24-02-202315:49:08;57;94;32;5254.523;1935;154.668;61;79.427;4300;9408;62.2;59.304;159.7;FSR Wydajność
5;24-02-202315:49:09;57;99;33;5242.148;1935;155.083;61;80.729;4300.001;9484;60.4;18.921;159.7;FSR Wydajność
6;24-02-202315:49:10;55;31;10;5266.836;1935;103.452;58;66.406;4300;9480;45.8;223.686;159.6;FSR Wydajność
7;24-02-202315:49:11;58;99;33;5291.586;1935;153.281;61;81.25;4300;9443;61.1;18.825;159.5;FSR Wydajność
8;24-02-202315:49:12;58;99;33;5258.523;1935;153.679;59;78.385;4300.001;9428;58.8;22.513;159.4;FSR Wydajność
9;24-02-202315:49:13;58;99;34;5258.523;1935;154.554;58;77.083;4300.001;9493;57.7;19.623;159.3;FSR Wydajność
10;24-02-202315:49:14;58;98;36;5261.711;1935;156.545;56;81.25;4300.001;9486;57.4;21.083;159.3;FSR Wydajność
11;24-02-202315:49:15;58;99;36;5266.211;1935;156.343;58;75.781;4300.001;9483;56.3;21.238;159.2;FSR Wydajność
12;24-02-202315:49:16;59;99;35;5273.336;1935;156.295;59;79.167;4300.001;9496;57.1;20.067;159.1;FSR Wydajność
13;24-02-202315:49:17;58;99;37;5275.398;1935;160.738;60;77.865;4300.002;9581;58.9;19.192;159;FSR Wydajność
14;24-02-202315:49:18;59;99;37;5302.461;1935;159.311;58;75.521;4300.002;9572;60;21.149;158.9;FSR Wydajność
15;24-02-202315:49:19;59;98;36;5311.211;1935;157.402;61;82.552;4300.001;9571;60.1;20.576;158.9;FSR Wydajność
16;24-02-202315:49:20;59;99;35;5309.961;1920;156.711;59;75.521;4300.002;9680;58.9;18.924;158.8;FSR Wydajność
17;24-02-202315:49:21;59;99;32;5314.148;1920;157.445;61;80.208;4300.002;9668;56.2;21.222;158.7;FSR Wydajność
18;24-02-202315:49:22;59;99;34;5310.836;1920;153.591;58;79.167;4300.001;9591;58.4;19.135;158.6;FSR Wydajność
19;24-02-202315:49:23;59;99;35;5312.773;1920;157.652;57;85.417;4300.001;9545;57.6;21.12;158.6;FSR Wydajność
20;24-02-202315:49:24;59;99;34;5299.523;1920;154.932;61;77.604;4300.001;9656;54.3;24.076;158.5;FSR Wydajność
21;24-02-202315:49:25;59;99;33;5296.273;1920;153.943;61;80.208;4299.999;9634;56.7;20.556;158.4;FSR Wydajność
22;24-02-202315:49:26;59;99;33;5294.273;1920;150.497;59;75.626;4299.999;9605;60.4;26.223;158.3;FSR Wydajność
23;24-02-202315:49:27;59;99;33;5305.336;1920;154.28;56;89.425;4300.001;9573;60.4;20.093;158.2;FSR Wydajność
24;24-02-202315:49:28;59;99;34;5305.773;1920;154.809;59;74.219;4300.001;9674;54.7;20.553;158.2;FSR Wydajność
25;24-02-202315:49:29;60;99;36;5303.023;1920;157.549;58;79.427;4300.002;9647;56.8;20.197;158.1;FSR Wydajność
26;24-02-202315:49:30;60;99;36;5302.336;1920;157.664;58;77.165;4300;9618;58.7;18.884;158;FSR Wydajność
27;24-02-202315:49:31;60;99;37;5298.898;1920;159.076;60;76.47;4300.001;9624;60;19.073;157.9;FSR Wydajność
28;24-02-202315:49:32;60;99;37;5307.711;1920;158.804;59;75.781;4300.001;9702;60.5;20.613;157.9;FSR Wydajność
29;24-02-202315:49:33;60;99;37;5307.336;1920;158.438;59;72.656;4300.001;9674;61.4;19.026;157.8;FSR Wydajność
30;24-02-202315:49:34;60;99;36;5315.211;1920;155.59;57;84.115;4300.001;9653;62.3;18.308;157.7;FSR Wydajność
31;24-02-202315:49:35;60;99;37;5315.523;1920;159.579;59;78.705;4300.001;9758;61.8;19.705;157.6;FSR Wydajność
32;24-02-202315:49:36;60;99;36;5315.961;1920;155.923;57;77.263;4300.001;9723;61;18.129;157.6;FSR Wydajność
33;24-02-202315:49:37;61;99;36;5316.773;1920;160.954;61;71.354;4300.001;9683;59.5;18.714;157.5;FSR Wydajność
34;24-02-202315:49:38;61;99;34;5297.273;1920;159.259;56;76.042;4300;9646;60.5;18.594;157.4;FSR Wydajność
35;24-02-202315:49:39;61;98;35;5298.211;1920;159.225;58;81.771;4300;9754;65;17.493;157.4;FSR Wydajność
36;24-02-202315:49:40;61;98;35;5296.398;1920;157.129;58;76.652;4300.003;9710;70.8;17.23;157.3;FSR Wydajność
37;24-02-202315:49:41;61;98;34;5292.836;1920;159.849;60;83.073;4300;9661;77.5;15.86;157.2;FSR Wydajność
38;24-02-202315:49:42;61;98;37;5284.961;1920;160.384;59;76.108;4300.001;9629;71.5;15.889;157.2;FSR Wydajność
39;24-02-202315:49:43;61;98;35;5282.461;1920;155.823;56;81.387;4300.001;9751;77.5;15.165;157.1;FSR Wydajność
40;24-02-202315:49:44;61;98;34;5269.086;1920;156.55;60;79.167;4300.001;9754;76.6;15.28;157;FSR Wydajność
41;24-02-202315:49:45;62;98;37;5237.898;1920;162.366;60;84.375;4300.001;9717;72.7;17.242;157;FSR Wydajność
42;24-02-202315:49:46;62;98;35;5234.148;1920;161.486;59;72.396;4299.999;9702;70.1;17.347;156.9;FSR Wydajność
43;24-02-202315:49:47;61;99;35;5211.711;1920;161.536;58;58.594;4299.999;9781;64.5;17.881;156.8;FSR Wydajność
44;24-02-202315:49:48;62;98;34;5197.273;1920;160.779;59;36.719;4300.002;9752;63.8;17.931;156.8;FSR Wydajność
45;24-02-202315:49:49;62;98;34;5198.648;1920;158.125;57;67.708;4300;9722;65;17.407;156.7;FSR Wydajność
46;24-02-202315:49:50;62;98;33;5202.461;1920;157.813;57;80.208;4300;9831;67.3;17.408;156.6;FSR Wydajność
47;24-02-202315:49:51;61;98;35;5194.961;1920;154.595;59;77.604;4300.001;9793;75.2;15.514;156.6;FSR Wydajność
48;24-02-202315:49:52;62;98;36;5195.461;1920;159.791;58;73.698;4300.002;9745;77.1;16.286;156.5;FSR Wydajność
49;24-02-202315:49:53;62;99;34;5192.148;1920;161.401;58;72.396;4300.002;9702;69.4;19.359;156.5;FSR Wydajność
50;24-02-202315:49:54;62;98;35;5195.586;1920;160.798;58;69.792;4300.001;9805;64.6;18.749;156.4;FSR Wydajność
51;24-02-202315:49:55;62;99;35;5215.836;1920;162.376;60;69.271;4300.001;9780;63.2;19.031;156.3;FSR Wydajność
52;24-02-202315:49:56;62;98;34;5216.836;1920;160.609;58;97.656;4300.001;9748;64;18.068;156.3;FSR Wydajność
53;24-02-202315:49:57;62;98;34;5216.461;1920;159.902;59;83.073;4300.001;9726;66.4;17.379;156.2;FSR Wydajność
54;24-02-202315:49:58;62;98;34;5180.336;1920;160.804;60;80.469;4300.001;9848;66.3;18.816;156.1;FSR Wydajność
55;24-02-202315:49:59;62;98;32;5165.461;1920;159.781;59;84.896;4300.001;9815;65.4;17.679;156;FSR Wydajność
56;24-02-202315:50:00;63;99;31;5071.023;1920;159.069;60;90.625;4300.001;9789;62.2;18.895;156;FSR Wydajność
57;24-02-202315:50:01;62;99;33;5029.836;1920;160.45;58;84.635;4300.001;9822;60.8;22.913;155.9;FSR Wydajność
58;24-02-202315:50:02;62;99;33;4980.336;1920;158.483;60;88.021;4300.001;9884;61.1;19.799;155.8;FSR Wydajność
59;24-02-202315:50:03;62;99;34;4969.086;1920;159.034;61;94.531;4300.001;9875;61.1;23.282;155.8;FSR Wydajność
60;24-02-202315:50:04;62;98;34;4986.211;1920;159.56;61;85.417;4300.001;9862;62.4;23.856;155.7;FSR Wydajność
61;24-02-202315:50:05;62;98;34;5006.773;1920;159.24;63;98.958;4300.001;9998;59.3;26.692;155.6;FSR Wydajność
62;24-02-202315:50:06;63;98;32;5066.211;1920;157.099;62;92.708;4299.999;9986;56.9;22.923;155.6;FSR Wydajność
63;24-02-202315:50:07;62;97;32;5276.773;1920;159.081;59;98.698;4300.003;9962;50.6;27.635;155.5;FSR Wydajność
64;24-02-202315:50:08;62;91;31;5328.773;1920;159.423;61;97.656;4300.003;9934;48.9;29.463;155.4;FSR Wydajność
65;24-02-202315:50:09;62;98;33;5389.398;1920;160.219;59;97.917;4300.001;10069;52.2;27.184;155.3;FSR Wydajność
66;24-02-202315:50:10;61;99;33;5394.648;1920;156.987;60;97.135;4300.001;10051;50.8;28.681;155.2;FSR Wydajność
67;24-02-202315:50:11;63;99;32;5396.648;1920;159.198;60;94.792;4300.001;10013;53.6;32.359;155.2;FSR Wydajność
68;24-02-202315:50:12;62;99;31;5373.398;1920;157.431;60;91.406;4300.001;9981;50.4;24.188;155.1;FSR Wydajność
69;24-02-202315:50:13;63;99;32;5322.773;1912;165.176;59;90.104;4300.002;10117;58.7;21.133;155;FSR Wydajność
70;24-02-202315:50:14;63;98;32;5319.898;1920;162.867;60;90.885;4299.997;10084;63;20.036;155;FSR Wydajność
71;24-02-202315:50:15;63;98;33;5275.398;1920;161.36;57;59.635;4300.005;10017;64.2;19.883;154.9;FSR Wydajność
72;24-02-202315:50:16;63;98;33;5233.211;1920;159.836;59;82.031;4300.005;10069;68.4;17.045;154.8;FSR Wydajność
73;24-02-202315:50:17;63;98;34;5216.023;1920;160.679;60;79.948;4300.001;10132;71.5;16.408;154.8;FSR Wydajność
74;24-02-202315:50:18;63;98;34;5214.398;1920;162.526;57;81.25;4300.001;10102;69.8;17.888;154.7;FSR Wydajność
75;24-02-202315:50:19;63;98;34;5209.398;1920;160.504;59;85.938;4300.001;10078;68.1;18.424;154.6;FSR Wydajność
76;24-02-202315:50:20;63;98;34;5188.711;1920;158.923;62;82.031;4300.001;10236;65.2;19.065;154.6;FSR Wydajność
